name,category,price,quality
Dragon Kingdom,RPG,19569,58
Empire Heroes,Deportes,62337,94
Fantasy Warrior,RPG,53982,4
Galaxy Fantasy,Carreras,48452,32
Warrior Heroes,Aventura,18351,20
Galaxy Legends,Acción,50322,98
Galaxy Chronicles,Deportes,6723,66
Empire Empire,Estrategia,43358,47
Dragon Legends,Aventura,49809,89
Warrior Galaxy,Deportes,47969,98
Quest Quest,Acción,31327,0
Galaxy Kingdom,Carreras,46551,74
Warrior Quest,Puzzle,22705,9
Dragon Galaxy,Carreras,59252,9
Galaxy Dragon,Deportes,57862,78
Empire Warrior,Puzzle,58309,19
Empire Dragon,Carreras,3856,47
Heroes Heroes,Puzzle,32696,90
Dragon Warrior,Simulación,65534,53
Warrior Galaxy,Deportes,34168,41
Heroes Galaxy,Puzzle,65237,75
Quest Legends,Puzzle,1233,76
Galaxy Dragon,Aventura,47838,46
Dragon Quest,Puzzle,60120,40
Chronicles Chronicles,Puzzle,47356,10
Empire Galaxy,Acción,45303,7
Legends Kingdom,Puzzle,62422,63
Empire Quest,Estrategia,53173,34
Fantasy Warrior,Aventura,15582,31
Quest Legends,Estrategia,20698,79
Warrior Warrior,Carreras,47542,16
Kingdom Fantasy,Deportes,13668,86
Galaxy Empire,RPG,47626,16
Quest Kingdom,Carreras,30075,11
Kingdom Legends,Aventura,2664,56
Empire Chronicles,Deportes,9506,39
Quest Chronicles,Estrategia,49634,42
Kingdom Chronicles,Simulación,143,65
Heroes Chronicles,Deportes,22482,2
Galaxy Legends,Simulación,56567,44
Kingdom Warrior,Puzzle,29676,40
Empire Quest,Puzzle,59393,67
Chronicles Quest,RPG,6976,63
Galaxy Chronicles,Deportes,2511,29
Chronicles Galaxy,Carreras,61182,35
Heroes Chronicles,Aventura,3598,29
Kingdom Chronicles,Puzzle,49909,19
Legends Heroes,Deportes,54092,94
Galaxy Heroes,Acción,16122,80
Galaxy Legends,Simulación,7432,0
Quest Warrior,Puzzle,9446,99
Heroes Empire,Estrategia,6282,24
Heroes Legends,Puzzle,36857,13
Warrior Kingdom,Acción,66015,67
Heroes Kingdom,Deportes,5070,98
Empire Empire,Aventura,47099,22
Dragon Heroes,Simulación,48235,98
Quest Warrior,Aventura,20258,75
Galaxy Empire,Deportes,5149,8
Quest Chronicles,Estrategia,26044,47
Kingdom Legends,Deportes,52985,18
Empire Kingdom,Carreras,63352,31
Fantasy Heroes,RPG,30030,14
Kingdom Empire,Acción,4126,97
Dragon Empire,RPG,16275,44
Warrior Kingdom,Aventura,14297,12
Warrior Chronicles,Deportes,36049,89
Warrior Quest,Deportes,23715,32
Warrior Quest,Acción,51708,24
Legends Legends,Deportes,31136,12
Quest Kingdom,Aventura,25840,43
Kingdom Heroes,Carreras,7259,45
Heroes Empire,Aventura,25753,24
Galaxy Warrior,Carreras,51213,23
Dragon Kingdom,Acción,59633,30
Quest Quest,Carreras,15346,98
Dragon Galaxy,Estrategia,9252,60
Legends Empire,Carreras,22541,64
Kingdom Empire,Carreras,39632,28
Quest Heroes,RPG,36953,98
Empire Legends,Puzzle,39132,30
Warrior Chronicles,Carreras,15091,99
Empire Heroes,Deportes,35475,29
Quest Empire,Carreras,67533,68
Heroes Dragon,Estrategia,47299,10
Heroes Warrior,RPG,67801,71
Quest Warrior,Estrategia,48580,64
Quest Chronicles,Aventura,63654,10
Kingdom Empire,Aventura,24891,91
Kingdom Legends,Carreras,27833,59
Fantasy Legends,Deportes,16776,29
Chronicles Dragon,Acción,36033,35
Empire Heroes,Acción,62260,60
Dragon Dragon,Simulación,54452,42
Heroes Galaxy,Puzzle,33451,81
Empire Chronicles,RPG,855,80
Fantasy Dragon,Aventura,8152,50
Warrior Quest,Deportes,4473,88
Warrior Fantasy,Aventura,68899,54
Chronicles Kingdom,Carreras,46447,1
Empire Fantasy,Aventura,52118,55
Dragon Empire,RPG,38021,29
Fantasy Fantasy,Puzzle,24610,1
Legends Quest,RPG,49731,53
Galaxy Quest,Estrategia,61973,30
Fantasy Dragon,Simulación,22453,48
Galaxy Quest,Puzzle,35726,68
Legends Galaxy,Carreras,32186,4
Dragon Galaxy,Acción,29676,75
Warrior Empire,Simulación,18697,29
Fantasy Fantasy,Acción,57522,8
Quest Quest,Simulación,55039,19
Chronicles Warrior,Acción,44878,67
Legends Dragon,Simulación,42978,46
Dragon Heroes,Puzzle,25584,85
Warrior Chronicles,Simulación,14590,36
Galaxy Warrior,Aventura,3057,44
Warrior Quest,Carreras,67035,77
Kingdom Heroes,RPG,22671,85
Kingdom Legends,Aventura,65347,13
Heroes Galaxy,RPG,33906,27
Quest Chronicles,Acción,20369,69
Fantasy Legends,RPG,54015,54
Legends Legends,Simulación,4938,82
Fantasy Quest,Carreras,6609,69
Chronicles Legends,Acción,50569,80
Quest Empire,Carreras,3404,43
Kingdom Kingdom,Acción,19646,61
Kingdom Heroes,Simulación,7183,30
Kingdom Legends,Simulación,66299,24
Quest Kingdom,Estrategia,68500,30
Heroes Heroes,Aventura,13197,20
Warrior Quest,Estrategia,50715,88
Quest Warrior,Simulación,7304,91
Quest Fantasy,Deportes,61643,4
Dragon Legends,Acción,41916,58
Warrior Fantasy,Aventura,887,82
Chronicles Galaxy,Carreras,10362,84
Dragon Kingdom,Acción,3359,44
Legends Legends,RPG,62417,6
Warrior Quest,Aventura,34404,69
Quest Empire,Deportes,9939,22
Warrior Dragon,Deportes,3077,11
Empire Chronicles,Carreras,58389,27
Chronicles Dragon,Carreras,12161,85
Kingdom Legends,Simulación,60954,88
Dragon Empire,Puzzle,10849,18
Heroes Chronicles,RPG,17986,85
Quest Galaxy,Estrategia,63546,57
Heroes Legends,Simulación,64028,99
Chronicles Galaxy,Aventura,41121,97
Legends Heroes,Puzzle,45683,31
Heroes Chronicles,RPG,52525,77
Warrior Empire,Acción,29831,18
Warrior Kingdom,Carreras,9326,61
Warrior Warrior,Aventura,15719,18
Warrior Chronicles,Carreras,28097,91
Legends Heroes,Aventura,42954,99
Fantasy Chronicles,Carreras,67160,42
Galaxy Galaxy,Aventura,38912,38
Fantasy Kingdom,Deportes,28792,34
Fantasy Galaxy,Estrategia,57269,59
Fantasy Warrior,Aventura,39442,38
Legends Galaxy,Carreras,33417,34
Galaxy Heroes,RPG,45356,25
Dragon Legends,RPG,7494,38
Kingdom Dragon,Deportes,51423,66
Galaxy Heroes,RPG,24737,25
Fantasy Galaxy,Deportes,66718,85
Chronicles Quest,Estrategia,2719,96
Empire Empire,Acción,1031,72
Galaxy Dragon,Acción,890,37
Warrior Quest,Estrategia,31684,7
Kingdom Galaxy,Carreras,26947,1
Legends Empire,RPG,2529,37
Warrior Quest,Puzzle,67155,10
Legends Galaxy,Simulación,11736,45
Dragon Kingdom,Deportes,11356,11
Empire Legends,Carreras,6901,89
Fantasy Quest,Puzzle,59116,7
Warrior Fantasy,Estrategia,20469,22
Kingdom Quest,Estrategia,23891,19
Galaxy Legends,Acción,33410,27
Fantasy Kingdom,RPG,60,71
Fantasy Heroes,RPG,20290,15
Quest Dragon,RPG,11688,63
Kingdom Dragon,Puzzle,18537,78
Kingdom Chronicles,Acción,19618,95
Kingdom Heroes,Estrategia,12831,57
Heroes Heroes,Aventura,43167,60
Quest Heroes,Carreras,354,45
Quest Legends,Aventura,26725,4
Legends Legends,Carreras,8343,52
Warrior Fantasy,Deportes,37479,35
Kingdom Dragon,Puzzle,41349,91
Galaxy Fantasy,Aventura,15346,98
Legends Dragon,RPG,6273,17
Dragon Galaxy,Aventura,44964,95
Galaxy Quest,Carreras,4306,12
Legends Empire,Simulación,47686,29
Quest Galaxy,Simulación,30160,28
Dragon Empire,Carreras,12966,4
Chronicles Dragon,Acción,53095,32
Legends Chronicles,Simulación,15685,0
Warrior Quest,Acción,32058,82
Quest Kingdom,Aventura,22336,44
Fantasy Legends,RPG,64740,78
Quest Quest,Aventura,49617,85
Legends Empire,RPG,40779,90
Dragon Kingdom,Carreras,52042,97
Warrior Dragon,RPG,41483,31
Empire Dragon,Carreras,7728,52
Fantasy Heroes,RPG,23657,35
Warrior Fantasy,Aventura,3333,49
Galaxy Legends,Estrategia,54529,12
Galaxy Quest,Carreras,32183,52
Warrior Galaxy,Puzzle,52703,2
Warrior Fantasy,Deportes,52089,37
Empire Galaxy,Estrategia,53272,0
Warrior Dragon,Carreras,14242,38
Dragon Heroes,Puzzle,1874,31
Empire Kingdom,Aventura,17883,0
Fantasy Fantasy,Estrategia,54810,79
Warrior Heroes,Simulación,67622,16
Quest Warrior,Carreras,4334,52
Chronicles Chronicles,Simulación,14597,40
Empire Chronicles,Estrategia,67882,60
Warrior Empire,Simulación,55053,1
Warrior Legends,Estrategia,19351,21
Heroes Galaxy,Puzzle,12760,47
Legends Warrior,RPG,46775,41
Kingdom Chronicles,Acción,16640,54
Chronicles Fantasy,Estrategia,5493,63
Fantasy Quest,Aventura,55167,98
Fantasy Quest,Carreras,55643,52
Fantasy Chronicles,Puzzle,40057,84
Kingdom Dragon,Deportes,21424,50
Warrior Legends,Puzzle,18956,85
Legends Fantasy,Simulación,19101,84
Chronicles Legends,Deportes,24006,78
Galaxy Legends,Aventura,37506,9
Fantasy Heroes,Simulación,5469,14
Dragon Quest,Carreras,34358,11
Kingdom Empire,Acción,34994,93
Quest Dragon,RPG,18558,32
Empire Dragon,Carreras,18789,84
Warrior Quest,Aventura,4335,91
Heroes Dragon,Estrategia,47026,16
Galaxy Legends,RPG,11510,72
Kingdom Dragon,RPG,40079,93
Empire Quest,Estrategia,68461,20
Legends Dragon,Acción,3749,66
Fantasy Chronicles,Simulación,36712,9
Heroes Heroes,Acción,39873,61
Warrior Legends,Aventura,50796,1
Fantasy Galaxy,Aventura,60801,72
Warrior Legends,Puzzle,69042,43
Chronicles Kingdom,Puzzle,34363,90
Galaxy Galaxy,Puzzle,259,71
Galaxy Kingdom,Carreras,53511,80
Chronicles Quest,Carreras,35100,100
Quest Legends,Puzzle,58047,62
Kingdom Dragon,RPG,45276,55
Heroes Dragon,Acción,28709,79
Dragon Heroes,RPG,49735,3
Fantasy Galaxy,RPG,22872,10
Legends Quest,Puzzle,55371,73
Empire Empire,Carreras,3510,10
Kingdom Galaxy,RPG,60047,55
Galaxy Dragon,Aventura,31950,65
Fantasy Warrior,RPG,60220,78
Fantasy Kingdom,Carreras,24164,77
Heroes Chronicles,Deportes,2139,58
Legends Legends,Estrategia,19502,12
Heroes Quest,Puzzle,37454,96
Empire Warrior,Deportes,7537,63
Warrior Quest,Deportes,47227,40
Dragon Kingdom,Simulación,44244,81
Quest Kingdom,RPG,12653,4
Warrior Galaxy,Puzzle,34379,98
Quest Galaxy,Carreras,66235,62
Legends Fantasy,Carreras,39057,58
Chronicles Fantasy,Puzzle,50602,67
Legends Heroes,Puzzle,65923,60
Heroes Galaxy,Deportes,45574,73
Galaxy Kingdom,RPG,64103,60
Warrior Dragon,Estrategia,68245,47
Fantasy Fantasy,Deportes,43247,72
Heroes Galaxy,Acción,20636,23
Kingdom Dragon,RPG,59818,16
Fantasy Chronicles,Aventura,31590,21
Fantasy Heroes,Estrategia,34914,35
Dragon Fantasy,Deportes,66549,87
Empire Quest,Aventura,20589,5
Warrior Kingdom,Acción,48264,24
Fantasy Galaxy,Puzzle,22570,98
Warrior Quest,Estrategia,15971,11
Dragon Dragon,RPG,7015,50
Fantasy Heroes,Carreras,27780,33
Galaxy Galaxy,Estrategia,35479,14
Empire Galaxy,Puzzle,7226,28
Legends Kingdom,Simulación,12956,4
Dragon Dragon,Estrategia,62720,57
Quest Heroes,Estrategia,37133,18
Warrior Galaxy,Puzzle,11004,69
Galaxy Fantasy,RPG,63469,54
Kingdom Fantasy,Acción,61416,2
Galaxy Warrior,Aventura,36265,84
Kingdom Chronicles,Acción,9886,11
Chronicles Chronicles,RPG,44441,44
Quest Kingdom,Simulación,16592,65
Warrior Galaxy,Puzzle,43501,4
Quest Legends,Aventura,3112,21
Heroes Fantasy,Carreras,67029,81
Dragon Empire,Puzzle,68127,25
Quest Legends,Deportes,5417,86
Chronicles Chronicles,Carreras,46222,48
Empire Warrior,Puzzle,32194,9
Quest Warrior,Estrategia,18342,53
Legends Legends,Acción,20979,58
Dragon Quest,Carreras,51668,14
Galaxy Heroes,Estrategia,56345,86
Legends Legends,Aventura,38359,53
Empire Legends,Carreras,8170,62
Galaxy Kingdom,Deportes,6884,97
Galaxy Chronicles,Estrategia,24737,90
Dragon Dragon,Estrategia,23698,75
Legends Heroes,Acción,41789,54
Heroes Empire,Acción,56874,24
Empire Fantasy,Deportes,41191,56
Quest Fantasy,Deportes,27257,46
Empire Legends,Deportes,783,60
Kingdom Fantasy,Puzzle,65489,96
Quest Kingdom,Simulación,8855,37
Kingdom Dragon,Simulación,49074,81
Fantasy Empire,Acción,28354,81
Quest Heroes,Carreras,36176,67
Empire Legends,Puzzle,34067,74
Fantasy Chronicles,Deportes,17242,77
Empire Heroes,Simulación,55361,12
Empire Legends,Estrategia,38096,71
Kingdom Empire,Estrategia,67794,13
Kingdom Quest,Carreras,53130,11
Galaxy Legends,Carreras,34582,48
Legends Kingdom,Simulación,57464,56
Kingdom Warrior,RPG,30463,53
Galaxy Heroes,RPG,54403,67
Kingdom Quest,Acción,2813,53
Galaxy Warrior,Aventura,60664,61
Warrior Quest,RPG,42788,95
Quest Kingdom,Simulación,58425,60
Kingdom Kingdom,Puzzle,33332,29
Empire Fantasy,Simulación,7442,60
Legends Kingdom,Carreras,19521,99
Warrior Legends,RPG,38685,23
Quest Galaxy,Puzzle,60430,28
Warrior Quest,Estrategia,50076,84
Quest Legends,Estrategia,30573,66
Quest Fantasy,Deportes,8804,64
Warrior Chronicles,Acción,51444,38
Chronicles Quest,Simulación,24255,43
Kingdom Empire,Puzzle,41397,78
Heroes Chronicles,Carreras,46803,55
Dragon Kingdom,Simulación,36920,40
Legends Kingdom,Estrategia,60933,55
Quest Chronicles,Simulación,55933,12
Chronicles Chronicles,Deportes,29126,36
Heroes Heroes,Deportes,57992,81
Galaxy Empire,Acción,63899,80
Empire Fantasy,Simulación,61366,65
Kingdom Quest,Deportes,49492,67
Legends Quest,Acción,30931,65
Galaxy Empire,Aventura,41469,31
Heroes Chronicles,Puzzle,45766,62
Chronicles Dragon,RPG,9549,1
Heroes Quest,Deportes,58350,100
Galaxy Kingdom,RPG,59405,53
Chronicles Quest,Carreras,60709,45
Fantasy Warrior,RPG,26893,59
Kingdom Fantasy,Estrategia,59029,77
Warrior Quest,Simulación,38513,14
Galaxy Warrior,Acción,45418,96
Empire Warrior,RPG,54789,24
Warrior Quest,Simulación,5373,73
Chronicles Empire,Simulación,39371,96
Chronicles Warrior,RPG,61435,62
Galaxy Dragon,Acción,60215,60
Quest Warrior,Acción,56763,76
Dragon Dragon,Puzzle,23909,31
Warrior Legends,Simulación,13396,70
Quest Empire,Simulación,38274,67
Galaxy Chronicles,Estrategia,66936,41
Empire Warrior,Puzzle,43663,0
Heroes Dragon,Acción,27230,46
Heroes Chronicles,RPG,4189,47
Empire Dragon,Aventura,10151,25
Quest Fantasy,Aventura,19323,77
Fantasy Quest,Puzzle,57495,91
Kingdom Fantasy,RPG,12953,64
Warrior Warrior,Simulación,50815,38
Quest Galaxy,Deportes,67768,100
Heroes Quest,Aventura,3564,98
Quest Warrior,Acción,53474,1
Fantasy Fantasy,Deportes,46556,81
Dragon Heroes,Simulación,61935,62
Legends Fantasy,Acción,57888,13
Legends Warrior,Deportes,53985,68
Quest Heroes,Carreras,32487,80
Dragon Chronicles,Acción,67839,13
Heroes Warrior,Deportes,59153,32
Empire Kingdom,Estrategia,4111,55
Warrior Fantasy,Acción,29317,81
Legends Kingdom,Aventura,2778,91
Fantasy Legends,Puzzle,48110,44
Heroes Legends,Puzzle,43156,69
Fantasy Fantasy,Aventura,50384,6
Empire Dragon,RPG,33363,89
Legends Warrior,Deportes,69027,25
Kingdom Legends,Acción,30109,9
Chronicles Chronicles,Deportes,13258,81
Dragon Chronicles,RPG,54431,18
Legends Empire,Aventura,33472,18
Warrior Kingdom,Aventura,57678,40
Empire Warrior,RPG,18003,42
Warrior Kingdom,Carreras,6412,75
Dragon Legends,RPG,61003,27
Fantasy Empire,Carreras,33207,58
Kingdom Warrior,Aventura,50163,62
Fantasy Warrior,RPG,3508,37
Fantasy Warrior,Deportes,12842,39
Dragon Fantasy,Carreras,18382,100
Fantasy Heroes,Deportes,56115,84
Empire Heroes,Simulación,21766,67
Empire Kingdom,Aventura,59185,84
Galaxy Dragon,Puzzle,45885,66
Empire Dragon,Estrategia,59858,66
Fantasy Chronicles,Puzzle,11547,67
Heroes Warrior,Estrategia,16228,57
Heroes Kingdom,Acción,20367,67
Legends Galaxy,Deportes,63223,50
Warrior Empire,Acción,18100,96
Quest Legends,Estrategia,15736,28
Warrior Warrior,Aventura,29518,56
Dragon Galaxy,RPG,13715,44
Empire Warrior,Deportes,50822,72
Fantasy Fantasy,RPG,30671,99
Galaxy Chronicles,Puzzle,51899,48
Legends Quest,Simulación,7497,97
Galaxy Quest,Deportes,7258,27
Legends Fantasy,Carreras,9021,66
Chronicles Legends,Carreras,41228,13
Legends Kingdom,Puzzle,68644,40
Warrior Dragon,Deportes,37659,71
Chronicles Legends,Deportes,66291,21
Heroes Quest,Deportes,56422,53
Galaxy Chronicles,Estrategia,8964,1
Empire Legends,RPG,40407,62
Galaxy Warrior,Estrategia,41880,15
Empire Chronicles,Puzzle,54018,84
Fantasy Warrior,Deportes,59756,46
Heroes Chronicles,Acción,28149,22
Chronicles Kingdom,Acción,19697,53
Fantasy Quest,Estrategia,41840,24
Empire Empire,Simulación,49292,100
Heroes Kingdom,Aventura,61838,48
Fantasy Dragon,Carreras,688,68
Kingdom Warrior,Aventura,69741,4
Galaxy Warrior,Simulación,11937,15
Warrior Galaxy,Simulación,50028,100
Dragon Fantasy,Acción,4399,9
Empire Legends,Carreras,68031,36
Heroes Kingdom,Aventura,27491,2
Kingdom Fantasy,Estrategia,17569,92
Heroes Warrior,RPG,61369,4
Heroes Galaxy,Simulación,40244,60
Empire Kingdom,Puzzle,21123,76
Legends Legends,Aventura,31520,59
Empire Galaxy,Estrategia,21704,36
Dragon Fantasy,Acción,12927,56
Chronicles Kingdom,Aventura,66136,28
Dragon Fantasy,Acción,18145,93
Heroes Dragon,Carreras,42697,77
Dragon Empire,Estrategia,17126,1
Dragon Quest,Aventura,65865,51
Galaxy Heroes,Aventura,36448,71
Quest Empire,Aventura,65769,14
Heroes Legends,Acción,66707,88
Dragon Heroes,Carreras,13077,0
Fantasy Quest,Puzzle,10279,92
Heroes Warrior,Simulación,36852,67
Fantasy Quest,Simulación,40775,30
Kingdom Galaxy,Aventura,23104,50
Kingdom Kingdom,Acción,27169,60
Quest Fantasy,RPG,33135,13
Chronicles Warrior,Puzzle,30604,18
Chronicles Empire,Simulación,6456,98
Galaxy Empire,Aventura,22451,12
Dragon Legends,Carreras,15516,61
Fantasy Chronicles,Aventura,569,4
Galaxy Fantasy,RPG,27518,36
Empire Kingdom,Acción,65544,32
Fantasy Kingdom,Aventura,22261,88
Warrior Dragon,Estrategia,29771,30
Legends Galaxy,Acción,15414,83
Chronicles Empire,Puzzle,47117,26
Empire Fantasy,Deportes,47746,90
Fantasy Quest,Acción,31968,16
Fantasy Warrior,Acción,38754,14
Warrior Empire,RPG,29467,6
Kingdom Warrior,Estrategia,63192,33
Chronicles Galaxy,Aventura,36428,42
Quest Heroes,Simulación,24025,17
Galaxy Galaxy,RPG,23871,58
Dragon Kingdom,Puzzle,13194,17
Heroes Quest,Aventura,19185,16
Heroes Chronicles,RPG,34067,63
Dragon Empire,Aventura,58991,86
Dragon Dragon,Puzzle,33101,77
Dragon Legends,Puzzle,46379,59
Quest Warrior,RPG,12346,60
Galaxy Kingdom,Puzzle,3657,28
Quest Warrior,RPG,18301,69
Quest Heroes,Carreras,51321,34
Galaxy Legends,Simulación,30941,30
Fantasy Empire,Deportes,45248,81
Chronicles Chronicles,Puzzle,62823,99
Fantasy Heroes,Carreras,49762,10
Empire Quest,Deportes,10698,72
Galaxy Chronicles,RPG,45764,41
Fantasy Galaxy,Estrategia,35901,45
Kingdom Heroes,Simulación,48776,95
Quest Chronicles,Deportes,2320,66
Chronicles Legends,Estrategia,61462,95
Legends Chronicles,Deportes,62983,91
Chronicles Galaxy,Acción,20808,75
Galaxy Quest,Estrategia,12567,47
Heroes Fantasy,Puzzle,37560,18
Galaxy Kingdom,Acción,22954,91
Galaxy Quest,Estrategia,54255,31
Empire Galaxy,Simulación,33332,10
Legends Heroes,Acción,21623,48
Legends Heroes,Aventura,65836,11
Warrior Kingdom,Acción,38105,100
Legends Chronicles,Carreras,58740,0
Fantasy Kingdom,Carreras,45226,43
Fantasy Kingdom,Simulación,58890,56
Quest Dragon,Puzzle,36922,57
Warrior Warrior,Simulación,14302,57
Chronicles Fantasy,Puzzle,27322,41
Chronicles Fantasy,Estrategia,59651,57
Chronicles Legends,RPG,61557,84
Warrior Chronicles,Acción,61136,83
Empire Dragon,Deportes,56444,64
Kingdom Fantasy,Acción,19807,26
Chronicles Kingdom,Acción,23059,79
Quest Empire,Estrategia,68352,11
Chronicles Chronicles,Deportes,55299,81
Fantasy Galaxy,Acción,28637,4
Empire Quest,Estrategia,65424,66
Heroes Quest,RPG,43247,51
Empire Legends,Estrategia,33606,92
Dragon Warrior,RPG,52822,72
Kingdom Dragon,Aventura,29513,53
Warrior Chronicles,Deportes,30052,10
Chronicles Quest,Aventura,45259,29
Heroes Legends,Simulación,29851,18
Legends Kingdom,Acción,22940,70
Chronicles Legends,Aventura,36321,87
Chronicles Quest,Acción,9761,62
Warrior Galaxy,RPG,31513,20
Empire Galaxy,Simulación,26413,41
Legends Quest,RPG,14396,5
Galaxy Warrior,Acción,39914,86
Warrior Fantasy,Deportes,48993,25
Dragon Warrior,Aventura,38398,78
Heroes Quest,RPG,55792,74
Heroes Kingdom,Carreras,9655,84
Empire Quest,RPG,60111,36
Fantasy Warrior,Acción,27955,54
Chronicles Quest,Estrategia,1867,9
Warrior Dragon,Aventura,9344,21
Quest Warrior,Simulación,53309,65
Legends Fantasy,Acción,37993,81
Fantasy Galaxy,Acción,67416,62
Fantasy Heroes,Carreras,59368,12
Empire Quest,RPG,48529,42
Fantasy Legends,Puzzle,59026,65
Empire Kingdom,Deportes,2476,55
Quest Warrior,Carreras,27815,19
Fantasy Quest,Puzzle,20052,83
Fantasy Galaxy,Simulación,27506,81
Dragon Quest,Simulación,44419,87
Legends Fantasy,RPG,53143,100
Empire Chronicles,Acción,45756,8
Kingdom Fantasy,Carreras,7631,50
Dragon Galaxy,Estrategia,13353,17
Dragon Empire,Aventura,39336,53
Kingdom Legends,RPG,69511,73
Chronicles Empire,Deportes,1766,27
Quest Dragon,RPG,64945,83
Dragon Empire,Deportes,43796,2
Fantasy Galaxy,Deportes,33157,11
Legends Dragon,Aventura,48662,46
Quest Dragon,Simulación,1824,28
Fantasy Quest,Carreras,66274,26
Quest Chronicles,Estrategia,12469,14
Dragon Chronicles,Acción,31242,17
Heroes Legends,Carreras,9457,9
Galaxy Warrior,Puzzle,42370,30
Dragon Quest,Puzzle,15969,14
Empire Heroes,Estrategia,22529,90
Quest Kingdom,RPG,44251,67
Warrior Kingdom,Aventura,60056,22
Fantasy Legends,RPG,34043,2
Legends Kingdom,Aventura,36573,56
Empire Quest,Acción,15937,80
Chronicles Galaxy,Aventura,23562,35
Dragon Quest,Carreras,44743,52
Quest Chronicles,Aventura,39048,25
Empire Warrior,Deportes,39853,46
Heroes Galaxy,Deportes,25113,36
Galaxy Heroes,Puzzle,38439,87
Empire Galaxy,Aventura,59051,62
Dragon Chronicles,Simulación,51641,23
Warrior Heroes,RPG,26449,6
Quest Fantasy,Carreras,49559,11
Quest Galaxy,Deportes,46077,82
Chronicles Empire,Carreras,58736,37
Dragon Warrior,Simulación,228,32
Kingdom Chronicles,RPG,44649,69
Empire Fantasy,RPG,69897,77
Empire Dragon,Carreras,21869,97
Chronicles Fantasy,Simulación,3951,41
Empire Fantasy,Acción,14197,82
Quest Galaxy,Simulación,57578,42
Kingdom Quest,RPG,68924,50
Warrior Dragon,RPG,41463,11
Heroes Galaxy,Carreras,10711,37
Chronicles Fantasy,Carreras,69636,48
Legends Warrior,Deportes,50948,48
Chronicles Kingdom,Simulación,18983,58
Empire Fantasy,Carreras,52656,50
Galaxy Dragon,Aventura,22555,26
Kingdom Quest,Simulación,7900,22
Legends Quest,RPG,32246,48
Heroes Heroes,Simulación,42917,16
Dragon Fantasy,Carreras,55369,39
Fantasy Quest,Aventura,34672,85
Fantasy Heroes,RPG,16312,9
